loan_amnt,int_rate,installment,term_months,annual_inc,dti,emp_length_num,delinq_2yrs,open_acc,revol_util,revol_bal,pub_rec,inq_last_6mths,total_acc,income_to_loan,dti_risk_flag,rate_grade_spread,has_delinquency,loan_to_income_pct,has_pub_rec,high_revol_util,grade,purpose,home_ownership,verification_status,TARGET,risk_score,risk_tier
13400,12.69,449.51,36.0,70000.0,14.44,5.0,0.0,7.0,94.3,6410,0.0,0.0,18.0,5.223880597014926,0,-1.3345022818252499,0,19.14,0,1,2,2,5,1,0,0.4390754,High
7800,7.39,242.24,36.0,50000.0,21.89,6.0,0.0,10.0,35.7,9615,0.0,1.0,32.0,6.410256410256411,0,0.264222931866799,0,15.6,0,0,0,11,1,0,0,0.41450304,High
24800,9.99,526.81,60.0,196000.0,14.12,4.0,0.0,17.0,62.8,45816,0.0,1.0,37.0,7.903225806451613,0,-0.6981787317984782,0,12.65,0,0,1,2,1,1,0,0.37862024,High
8000,11.53,263.93,36.0,70000.0,8.23,7.0,0.0,7.0,54.0,24423,1.0,0.0,16.0,8.75,0,0.8418212682015209,0,11.43,1,0,1,2,5,1,0,0.3602368,High
22825,19.99,848.15,36.0,72000.0,21.7,1.0,0.0,8.0,91.8,16333,0.0,1.0,9.0,3.154435925520263,0,-1.1396796556987816,0,31.7,0,1,4,1,5,2,0,0.6888301,Critical
10000,22.35,383.72,36.0,21840.0,40.33,1.0,4.0,17.0,53.6,8788,0.0,0.0,21.0,2.184,1,1.2203203443012214,1,45.79,0,0,4,2,4,2,1,0.74526757,Critical
8500,13.33,287.76,36.0,46000.0,5.32,1.0,0.0,4.0,91.2,7751,0.0,0.0,4.0,5.411764705882353,0,-0.6945022818252493,0,18.48,0,1,2,1,5,2,0,0.4092123,High
16400,16.99,407.5,60.0,62000.0,33.76,1.0,0.0,20.0,83.4,24506,0.0,0.0,38.0,3.7804878048780486,1,-0.7278467287673429,0,26.45,0,1,3,2,5,2,0,0.8180067,Critical
15000,19.22,551.52,36.0,108000.0,9.99,10.0,1.0,8.0,54.2,6014,1.0,1.0,8.0,7.2,0,1.5021532712326575,1,13.89,1,0,3,4,1,1,0,0.6043784,Critical
12000,22.74,336.5,60.0,60000.0,4.58,3.0,0.0,8.0,50.4,6201,0.0,1.0,16.0,5.0,0,1.6103203443012184,0,20.0,0,0,4,9,5,1,1,0.70784795,Critical
16000,9.44,335.57,60.0,55000.0,19.2,3.0,0.0,7.0,13.8,3455,0.0,0.0,25.0,3.4375,0,-1.248178731798479,0,29.09,0,0,1,1,1,0,0,0.3252432,High
20000,10.99,654.68,36.0,54500.0,22.02,9.0,0.0,13.0,52.9,12482,0.0,2.0,28.0,2.725,0,0.3018212682015218,0,36.7,0,0,1,2,1,1,0,0.3763644,High
7000,18.99,256.56,36.0,19500.0,30.85,2.0,1.0,7.0,38.7,3095,0.0,0.0,17.0,2.7857142857142856,1,1.272153271232657,1,35.9,0,0,3,2,5,2,0,0.69905055,Critical
15000,15.77,362.95,60.0,57000.0,22.02,7.0,1.0,9.0,0.5,107,0.0,1.0,32.0,3.8,0,-1.9478467287673418,1,26.32,0,0,3,6,1,0,0,0.6015151,Critical
20000,12.99,454.96,60.0,84908.0,16.71,10.0,1.0,6.0,80.8,12929,0.0,0.0,12.0,4.2454,0,-1.0345022818252492,1,23.55,0,1,2,2,1,1,0,0.53585714,Critical
9250,17.1,330.25,36.0,65429.16,33.51,10.0,0.0,19.0,69.3,19956,0.0,3.0,44.0,7.073422702702703,1,3.075497718174752,0,14.14,0,0,2,2,1,2,0,0.5105546,Critical
16000,15.8,387.4,60.0,50000.0,22.42,3.0,0.0,13.0,42.9,17303,0.0,2.0,27.0,3.125,0,1.7754977181747513,0,32.0,0,0,2,2,5,2,1,0.65411854,Critical
12000,14.33,412.06,36.0,40000.0,23.37,6.0,0.0,7.0,88.9,10584,0.0,0.0,12.0,3.3333333333333335,0,0.3054977181747507,0,30.0,0,1,2,1,1,1,1,0.5105159,Critical
22000,7.49,684.24,36.0,120000.0,19.21,3.0,0.0,9.0,8.0,3023,0.0,0.0,32.0,5.454545454545454,0,0.36422293186679955,0,18.33,0,0,0,2,1,2,0,0.18201315,Medium
12000,9.17,382.55,36.0,75000.0,12.51,10.0,0.0,10.0,66.6,23693,0.0,0.0,12.0,6.25,0,-1.5181787317984785,0,16.0,0,0,1,1,1,0,0,0.24617077,Medium
7200,13.33,243.75,36.0,34800.0,15.69,1.0,0.0,16.0,33.5,6466,0.0,1.0,19.0,4.833333333333333,0,-0.6945022818252493,0,20.69,0,0,2,2,5,0,0,0.5015396,Critical
35000,21.45,955.75,60.0,80000.0,4.79,10.0,2.0,9.0,56.7,11972,0.0,0.0,17.0,2.2857142857142856,0,3.732153271232658,1,43.75,0,0,3,4,1,1,1,0.68983334,Critical
5000,15.61,174.83,36.0,27000.0,24.04,6.0,0.0,5.0,97.0,46578,0.0,0.0,19.0,5.4,0,-2.107846728767342,0,18.52,0,1,3,4,1,1,1,0.57011986,Critical
13000,19.99,483.07,36.0,33000.0,32.11,10.0,0.0,16.0,49.7,16452,0.0,1.0,20.0,2.5384615384615383,1,2.272153271232657,0,39.39,0,0,3,2,5,2,1,0.7842254,Critical
1125,11.53,37.12,36.0,55000.0,8.14,1.0,0.0,2.0,90.9,10000,0.0,0.0,16.0,48.888888888888886,0,0.8418212682015209,0,2.05,0,1,1,9,5,1,1,0.27981225,Medium
18175,17.86,655.8,36.0,53500.0,25.8,2.0,1.0,14.0,47.9,8428,1.0,1.0,33.0,2.9436038514442915,0,0.14215327123265808,1,33.97,1,0,3,2,5,1,1,0.75144947,Critical
10000,8.18,314.2,36.0,70000.0,11.35,6.0,4.0,8.0,63.0,8029,0.0,0.0,26.0,7.0,0,-2.5081787317984787,1,14.29,0,0,1,11,1,1,0,0.4007781,High
8000,10.15,258.71,36.0,39000.0,26.09,1.0,0.0,11.0,82.2,8469,0.0,0.0,27.0,4.875,0,-0.5381787317984781,0,20.51,0,1,1,4,1,1,0,0.39178818,High
11200,13.98,382.69,36.0,96000.0,12.78,3.0,0.0,9.0,70.2,20222,0.0,1.0,11.0,8.571428571428571,0,-0.04450228182524896,0,11.67,0,0,2,1,1,1,0,0.4525709,High
18850,14.46,648.47,36.0,64000.0,15.11,10.0,2.0,9.0,71.1,8107,0.0,0.0,30.0,3.3952254641909816,0,0.43549771817475147,1,29.45,0,0,2,2,5,2,1,0.5561026,Critical
24000,6.49,735.47,36.0,66000.0,15.13,10.0,0.0,12.0,19.6,9275,0.0,0.0,29.0,2.75,0,-0.6357770681332005,0,36.36,0,0,0,2,1,1,0,0.14099273,Low
3225,18.99,118.2,36.0,42000.0,16.68,3.0,0.0,11.0,43.7,5023,0.0,3.0,14.0,13.023255813953488,0,1.272153271232657,0,7.68,0,0,3,2,5,1,0,0.6435305,Critical
33025,18.84,1207.9,36.0,75000.0,12.07,1.0,0.0,15.0,48.9,27592,1.0,3.0,25.0,2.2710068130204393,0,-2.28967965569878,0,44.03,1,0,4,2,1,2,0,0.5812423,Critical
25000,9.99,531.06,60.0,95000.0,21.59,3.0,0.0,12.0,97.8,43726,0.0,1.0,40.0,3.8,0,-0.6981787317984782,0,26.32,0,1,1,1,1,1,0,0.45483533,High
10000,19.2,367.58,36.0,32000.0,20.56,1.0,1.0,9.0,68.7,14912,0.0,0.0,22.0,3.2,0,1.482153271232658,1,31.25,0,0,3,2,1,0,0,0.6040478,Critical
11200,7.91,350.51,36.0,56000.0,4.99,3.0,0.0,5.0,99.1,5944,0.0,0.0,9.0,5.0,0,0.7842229318667995,0,20.0,0,1,0,2,1,2,0,0.23183806,Medium
7250,14.31,248.89,36.0,55000.0,18.68,7.0,0.0,12.0,21.8,3357,3.0,1.0,25.0,7.586206896551724,0,0.2854977181747511,0,13.18,1,0,2,2,1,1,0,0.4228675,High
35000,17.57,1257.8,36.0,175000.0,13.26,10.0,0.0,16.0,50.8,22112,0.0,0.0,34.0,5.0,0,-0.14784672876734106,0,20.0,0,0,3,2,1,2,1,0.44113907,High
24450,7.12,756.29,36.0,49000.0,11.38,10.0,2.0,7.0,7.8,1951,0.0,0.0,27.0,2.0040899795501024,0,-0.005777068133200558,1,49.9,0,0,0,2,4,2,0,0.25753877,Medium
5200,12.79,174.69,36.0,84000.0,10.46,10.0,1.0,9.0,69.7,5226,0.0,1.0,18.0,16.153846153846153,0,-1.2345022818252502,1,6.19,0,0,2,2,5,1,1,0.44903338,High
5000,10.49,162.49,36.0,124000.0,8.83,10.0,1.0,5.0,75.0,15677,0.0,0.0,10.0,24.8,0,-0.19817873179847822,1,4.03,0,0,1,2,4,0,0,0.30612493,High
10000,9.16,318.75,36.0,125000.0,13.83,10.0,0.0,12.0,69.7,21126,0.0,0.0,29.0,12.5,0,-1.5281787317984783,0,8.0,0,0,1,2,1,1,0,0.2513732,Medium
20000,8.39,630.34,36.0,48000.0,27.3,5.0,1.0,19.0,29.0,13119,0.0,0.0,34.0,2.4,0,-2.298178731798478,1,41.67,0,0,1,1,5,2,0,0.4384662,High
13000,13.66,300.21,60.0,60000.0,11.12,10.0,0.0,7.0,88.1,9959,1.0,0.0,18.0,4.615384615384615,0,-0.36450228182524924,0,21.67,1,1,2,2,5,1,0,0.6296869,Critical
20000,16.02,486.58,60.0,105000.0,19.66,10.0,0.0,21.0,78.0,26823,1.0,1.0,37.0,5.25,0,1.9954977181747502,0,19.05,1,0,2,2,1,2,1,0.57814294,Critical
33425,23.4,949.97,60.0,88522.0,23.01,10.0,0.0,16.0,58.8,26571,0.0,2.0,31.0,2.648376963350785,0,2.2703203443012185,0,37.76,0,0,4,2,1,2,0,0.6642895,Critical
12525,18.25,319.76,60.0,72000.0,14.57,8.0,0.0,21.0,64.4,10950,0.0,0.0,38.0,5.748502994011976,0,-2.87967965569878,0,17.4,0,0,4,11,1,2,0,0.71229506,Critical
19900,8.99,632.73,36.0,88000.0,22.9,3.0,0.0,7.0,39.6,12856,1.0,2.0,40.0,4.422110552763819,0,-1.6981787317984782,0,22.61,1,0,1,1,1,1,0,0.2908581,Medium
3600,14.99,124.78,36.0,30316.0,19.87,10.0,0.0,13.0,60.5,9983,0.0,0.0,15.0,8.421111111111111,0,0.9654977181747508,0,11.87,0,0,2,4,1,0,0,0.48616332,High
15000,19.24,391.1,60.0,50000.0,26.55,7.0,2.0,15.0,59.2,13627,1.0,0.0,22.0,3.3333333333333335,0,-1.8896796556987816,1,30.0,1,0,4,2,1,1,1,0.81137085,Critical
5000,15.31,174.09,36.0,63000.0,5.75,10.0,0.0,7.0,85.2,2045,3.0,1.0,12.0,12.6,0,1.2854977181747511,0,7.94,1,1,2,2,1,2,0,0.40568694,High
13000,15.33,452.77,36.0,46540.92,8.87,5.0,0.0,6.0,91.8,13222,1.0,1.0,15.0,3.580070769230769,0,-2.3878467287673413,0,27.93,1,1,3,2,5,0,0,0.47405627,High
11675,6.03,355.34,36.0,108000.0,9.47,4.0,0.0,12.0,17.1,10629,0.0,1.0,21.0,9.250535331905782,0,-1.0957770681332004,0,10.81,0,0,0,2,5,0,0,0.096780546,Low
5850,9.17,186.5,36.0,50000.0,5.14,3.0,1.0,11.0,42.0,7021,0.0,0.0,18.0,8.547008547008547,0,-1.5181787317984785,1,11.7,0,0,1,1,1,0,0,0.22223924,Medium
35000,16.99,869.66,60.0,73808.0,32.16,10.0,2.0,13.0,41.3,22224,0.0,1.0,28.0,2.1088,1,-0.7278467287673429,1,47.42,0,0,3,2,1,1,1,0.6787731,Critical
12000,18.25,306.36,60.0,60000.0,23.06,3.0,0.0,7.0,44.0,7566,0.0,1.0,24.0,5.0,0,-2.87967965569878,0,20.0,0,0,4,2,1,1,0,0.6503793,Critical
9300,14.65,219.55,60.0,30000.0,14.52,1.0,0.0,10.0,22.0,3219,0.0,2.0,14.0,3.225806451612903,0,0.625497718174751,0,31.0,0,0,2,9,5,1,1,0.7048073,Critical
6225,25.88,250.42,36.0,32240.0,32.71,10.0,0.0,9.0,82.3,22054,0.0,0.0,20.0,5.179116465863454,1,0.9742397534668719,0,19.31,0,1,5,2,5,1,1,0.7637584,Critical
3900,5.32,117.45,36.0,75000.0,25.49,3.0,0.0,19.0,11.3,11331,0.0,0.0,31.0,19.23076923076923,0,-1.8057770681332004,0,5.2,0,0,0,6,1,0,0,0.114980794,Low
3500,8.18,109.97,36.0,69500.0,19.05,10.0,0.0,8.0,71.8,27275,0.0,0.0,25.0,19.857142857142858,0,-2.5081787317984787,0,5.04,0,0,1,12,1,0,0,0.25591183,Medium
10000,5.32,301.15,36.0,90000.0,7.24,1.0,0.0,5.0,56.0,6841,2.0,1.0,22.0,9.0,0,-1.8057770681332004,0,11.11,1,0,0,2,1,0,0,0.111831576,Low
12000,21.45,454.88,36.0,39000.0,25.81,10.0,1.0,11.0,63.4,12297,0.0,0.0,24.0,3.25,0,3.732153271232658,1,30.77,0,0,3,2,4,0,0,0.66822433,Critical
16000,7.89,500.58,36.0,50000.0,11.28,5.0,0.0,11.0,11.9,8641,0.0,0.0,26.0,3.125,0,0.764222931866799,0,32.0,0,0,0,4,1,2,0,0.18377168,Medium
15000,19.99,557.38,36.0,39000.0,15.78,10.0,1.0,8.0,70.5,8244,0.0,0.0,12.0,2.6,0,2.272153271232657,1,38.46,0,0,3,2,5,1,0,0.7596146,Critical
4200,17.27,150.31,36.0,75000.0,19.01,10.0,0.0,13.0,52.9,14591,0.0,1.0,26.0,17.857142857142858,0,3.24549771817475,0,5.6,0,0,2,2,4,0,0,0.39720255,High
5000,9.49,160.15,36.0,48000.0,12.28,5.0,0.0,6.0,52.8,4595,0.0,0.0,9.0,9.6,0,-1.1981787317984782,0,10.42,0,0,1,1,5,0,0,0.26996467,Medium
12000,17.57,301.93,60.0,76400.0,25.38,2.0,0.0,24.0,87.7,30418,0.0,1.0,39.0,6.366666666666666,0,-0.14784672876734106,0,15.71,0,1,3,1,5,2,0,0.7558447,Critical
12800,6.97,395.06,36.0,55000.0,7.42,3.0,0.0,18.0,24.2,10641,0.0,1.0,25.0,4.296875,0,-0.1557770681332009,0,23.27,0,0,0,12,5,0,1,0.34623787,High
10400,6.49,318.71,36.0,85000.0,10.77,1.0,0.0,5.0,52.8,23354,0.0,0.0,7.0,8.173076923076923,0,-0.6357770681332005,0,12.24,0,0,0,1,5,0,0,0.12723348,Low
35000,9.17,1115.77,36.0,275000.0,14.53,10.0,0.0,8.0,79.3,120153,0.0,0.0,23.0,7.857142857142857,0,-1.5181787317984785,0,12.73,0,0,1,2,1,2,0,0.1586051,Medium
20000,8.39,409.28,60.0,60000.0,18.44,10.0,0.0,18.0,35.3,12463,0.0,0.0,24.0,3.0,0,-2.298178731798478,0,33.33,0,0,1,9,1,0,1,0.53705984,Critical
2400,7.12,74.24,36.0,80000.0,21.31,10.0,0.0,12.0,22.5,7707,0.0,0.0,28.0,33.333333333333336,0,-0.005777068133200558,0,3.0,0,0,0,9,4,0,0,0.14497477,Low
3000,16.29,105.91,36.0,58000.0,4.24,10.0,0.0,12.0,20.8,6019,0.0,1.0,19.0,19.333333333333332,0,-1.4278467287673422,0,5.17,0,0,3,2,5,2,0,0.48451132,High
7000,11.99,232.47,36.0,35000.0,26.17,6.0,0.0,7.0,67.1,4900,0.0,1.0,31.0,5.0,0,1.3018212682015218,0,20.0,0,0,1,2,4,2,0,0.51151484,Critical
10000,9.17,318.79,36.0,45000.0,17.73,4.0,0.0,11.0,49.0,16888,0.0,0.0,18.0,4.5,0,-1.5181787317984785,0,22.22,0,0,1,6,1,0,0,0.30659834,High
25000,14.85,864.8,36.0,64525.04,23.04,7.0,0.0,13.0,97.8,32767,0.0,0.0,33.0,2.5810016,0,0.8254977181747503,0,38.74,0,1,2,2,5,2,1,0.52394706,Critical
14000,17.86,354.45,60.0,85000.0,15.7,1.0,0.0,9.0,83.2,13986,0.0,0.0,15.0,6.071428571428571,0,0.14215327123265808,0,16.47,0,1,3,2,1,2,0,0.63322467,Critical
20000,14.08,466.2,60.0,115000.0,12.13,8.0,1.0,12.0,53.2,18900,0.0,0.0,26.0,5.75,0,0.05549771817475069,1,17.39,0,0,2,2,1,0,0,0.47074246,High
13000,13.49,441.1,36.0,40000.0,14.82,3.0,0.0,19.0,60.0,10736,0.0,1.0,28.0,3.076923076923077,0,-0.5345022818252492,0,32.5,0,0,2,2,5,1,1,0.56534755,Critical
10000,23.88,391.7,36.0,36000.0,29.5,6.0,0.0,8.0,21.1,2872,0.0,1.0,16.0,3.6,0,2.750320344301219,0,27.78,0,0,4,2,1,2,0,0.7592948,Critical
9750,11.53,321.66,36.0,62000.0,28.57,10.0,0.0,11.0,60.0,42139,0.0,1.0,42.0,6.358974358974359,0,0.8418212682015209,0,15.73,0,0,1,2,1,2,1,0.37171808,High
15875,14.16,543.81,36.0,75000.0,15.29,10.0,2.0,10.0,21.0,4903,0.0,1.0,16.0,4.724409448818897,0,0.13549771817475076,1,21.17,0,0,2,9,1,0,0,0.48228678,High
15550,15.99,546.62,36.0,35270.0,26.34,1.0,0.0,42.0,69.9,19595,0.0,0.0,58.0,2.2681672025723474,0,-1.7278467287673411,0,44.09,0,0,3,2,4,0,0,0.61603665,Critical
6850,22.15,262.14,36.0,22880.0,18.21,1.0,0.0,4.0,25.5,1530,0.0,1.0,4.0,3.3401459854014597,0,1.0203203443012185,0,29.94,0,0,4,8,5,2,1,0.75798446,Critical
15175,5.32,457.0,36.0,115000.0,9.85,1.0,0.0,7.0,63.6,7125,0.0,0.0,39.0,7.578253706754531,0,-1.8057770681332004,0,13.2,0,0,0,2,5,0,0,0.09784703,Low
23500,23.28,666.27,60.0,75000.0,13.55,10.0,1.0,14.0,64.2,10020,0.0,1.0,25.0,3.1914893617021276,0,-1.625760246533126,1,31.33,0,0,5,2,1,2,0,0.72976834,Critical
30000,13.99,697.9,60.0,175000.0,15.2,10.0,2.0,9.0,78.0,105203,0.0,1.0,22.0,5.833333333333333,0,-0.03450228182524917,1,17.14,0,0,2,1,1,2,0,0.48379144,High
21500,5.32,647.47,36.0,120000.0,12.65,10.0,0.0,12.0,2.0,1876,0.0,0.0,26.0,5.5813953488372094,0,-1.8057770681332004,0,17.92,0,0,0,4,1,0,0,0.08976737,Low
25000,9.99,806.57,36.0,120000.0,13.67,1.0,2.0,13.0,68.8,50392,0.0,0.0,24.0,4.8,0,-0.6981787317984782,1,20.83,0,0,1,2,4,0,0,0.37841132,High
40000,9.93,1289.38,36.0,120000.0,19.72,10.0,1.0,10.0,48.4,14334,0.0,0.0,25.0,3.0,0,-0.7581787317984787,1,33.33,0,0,1,2,1,1,1,0.44891024,High
3000,14.99,103.99,36.0,35000.0,11.15,10.0,0.0,6.0,72.7,5455,0.0,1.0,8.0,11.666666666666666,0,0.9654977181747508,0,8.57,0,0,2,12,4,1,1,0.5431174,Critical
10000,14.49,344.17,36.0,32000.0,26.67,2.0,0.0,10.0,43.4,4381,0.0,0.0,13.0,3.2,0,0.46549771817475083,0,31.25,0,0,2,2,4,0,0,0.5627466,Critical
15000,11.55,495.0,36.0,128750.0,10.1,5.0,0.0,10.0,65.7,21251,0.0,0.0,10.0,8.583333333333334,0,0.8618212682015223,0,11.65,0,0,1,2,5,0,0,0.33232808,High
3000,14.99,103.99,36.0,24000.0,10.47,3.0,2.0,8.0,28.0,2270,0.0,1.0,17.0,8.0,0,0.9654977181747508,1,12.5,0,0,2,2,5,0,0,0.45457116,High
6000,11.49,197.83,36.0,23500.0,11.59,10.0,0.0,9.0,31.2,3811,0.0,1.0,16.0,3.9166666666666665,0,0.8018212682015218,0,25.53,0,0,1,2,5,1,0,0.5094239,Critical
15000,9.17,478.19,36.0,86000.0,9.32,7.0,0.0,12.0,71.6,10667,0.0,0.0,29.0,5.733333333333333,0,-1.5181787317984785,0,17.44,0,0,1,2,1,2,0,0.22065221,Medium
2400,7.89,75.09,36.0,45000.0,12.29,3.0,0.0,18.0,33.0,4483,0.0,0.0,49.0,18.75,0,0.764222931866799,0,5.33,0,0,0,1,1,1,0,0.18076046,Medium
10000,12.79,335.93,36.0,37500.0,20.83,1.0,0.0,18.0,52.2,10447,0.0,1.0,19.0,3.75,0,-1.2345022818252502,0,26.67,0,0,2,1,4,0,0,0.537882,Critical
10000,10.9,326.92,36.0,55000.0,17.96,6.0,0.0,8.0,41.7,9682,0.0,0.0,13.0,5.5,0,0.21182126820152192,0,18.18,0,0,1,2,1,2,0,0.4419696,High
16000,11.99,531.36,36.0,53000.0,21.47,2.0,0.0,25.0,99.0,14156,0.0,0.0,34.0,3.3125,0,1.3018212682015218,0,30.19,0,1,1,2,5,0,1,0.4241651,High
4000,10.99,130.94,36.0,209000.0,19.91,7.0,0.0,26.0,41.0,508004,0.0,3.0,38.0,52.25,0,0.3018212682015218,0,1.91,0,0,1,2,1,1,0,0.30966985,High
11200,12.12,372.65,36.0,66000.0,19.24,6.0,0.0,16.0,55.8,26484,0.0,1.0,44.0,5.892857142857143,0,1.4318212682015208,0,16.97,0,0,1,2,5,1,0,0.3892634,High
16000,7.9,500.65,36.0,76000.0,15.39,1.0,0.0,13.0,35.1,14147,0.0,0.0,34.0,4.75,0,0.7742229318667997,0,21.05,0,0,0,2,1,0,0,0.1706765,Medium
30000,14.49,1032.49,36.0,95000.0,17.14,6.0,0.0,6.0,48.4,2664,1.0,0.0,32.0,3.1666666666666665,0,0.46549771817475083,0,31.58,1,0,2,2,5,2,0,0.6354545,Critical
24000,13.67,816.43,36.0,134110.0,18.14,10.0,1.0,12.0,60.4,43760,0.0,0.0,35.0,5.587916666666667,0,2.9818212682015215,1,17.9,0,0,1,2,1,1,0,0.24158822,Medium
5550,14.47,190.96,36.0,33000.0,21.16,2.0,0.0,18.0,34.7,3263,0.0,0.0,29.0,5.945945945945946,0,0.44549771817475126,0,16.82,0,0,2,2,5,0,0,0.5066422,Critical
8000,11.99,265.68,36.0,110000.0,24.05,5.0,4.0,19.0,55.5,11930,0.0,0.0,52.0,13.75,0,1.3018212682015218,1,7.27,0,0,1,2,1,0,0,0.33726642,High
20000,11.99,664.2,36.0,92000.0,9.17,10.0,0.0,13.0,56.1,27046,4.0,0.0,30.0,4.6,0,-2.034502281825249,0,21.74,1,0,2,1,5,2,1,0.47908074,High
7000,12.99,235.83,36.0,100000.0,20.15,1.0,0.0,7.0,88.7,15431,0.0,0.0,12.0,14.285714285714286,0,2.3018212682015218,0,7.0,0,1,1,2,1,2,0,0.30781648,High
20000,11.99,664.2,36.0,80000.0,28.46,10.0,0.0,18.0,62.0,31747,0.0,0.0,31.0,4.0,0,-2.034502281825249,0,25.0,0,0,2,2,5,0,1,0.57728595,Critical
25325,11.47,556.59,60.0,75000.0,25.51,6.0,0.0,28.0,26.5,41616,0.0,0.0,36.0,2.9615004935834155,0,0.7818212682015222,0,33.77,0,0,1,4,4,0,1,0.67893153,Critical
10800,10.91,353.12,36.0,70000.0,18.48,10.0,0.0,12.0,31.7,9055,1.0,0.0,19.0,6.481481481481482,0,0.2218212682015217,0,15.43,1,0,1,2,5,1,0,0.48496398,High
14500,13.33,490.88,36.0,33000.0,28.91,2.0,0.0,8.0,82.7,24491,0.0,0.0,15.0,2.2758620689655173,0,-0.6945022818252493,0,43.94,0,1,2,1,5,1,0,0.5112568,Critical
20000,22.9,562.67,60.0,50000.0,37.3,8.0,0.0,34.0,70.6,39702,0.0,1.0,61.0,2.5,1,1.7703203443012185,0,40.0,0,0,4,1,5,0,0,0.83492947,Critical
11200,16.29,274.1,60.0,47000.0,24.13,7.0,0.0,6.0,91.8,4132,0.0,0.0,11.0,4.196428571428571,0,-1.4278467287673422,0,23.83,0,1,3,2,5,1,1,0.77208877,Critical
12000,19.99,445.91,36.0,63000.0,22.84,8.0,0.0,10.0,78.5,12641,0.0,0.0,26.0,5.25,0,2.272153271232657,0,19.05,0,0,3,2,5,2,0,0.6628038,Critical
4200,10.59,136.69,36.0,51600.0,0.42,10.0,0.0,8.0,0.3,113,0.0,2.0,22.0,12.285714285714286,0,-0.09817873179847858,0,8.14,0,0,1,12,1,0,0,0.27755356,Medium
15000,22.15,415.57,60.0,48000.0,23.64,5.0,0.0,31.0,22.2,12619,0.0,4.0,40.0,3.2,0,1.0203203443012185,0,31.25,0,0,4,9,5,2,0,0.8255303,Critical
12000,17.57,301.93,60.0,42000.0,32.23,7.0,0.0,12.0,46.1,18105,0.0,1.0,44.0,3.5,1,-0.14784672876734106,0,28.57,0,0,3,2,1,1,0,0.6921833,Critical
14000,7.89,438.0,36.0,68000.0,13.54,1.0,0.0,11.0,22.8,14191,0.0,0.0,14.0,4.857142857142857,0,0.764222931866799,0,20.59,0,0,0,1,5,2,0,0.19829202,Medium
20000,17.57,503.21,60.0,66000.0,11.25,7.0,0.0,8.0,75.8,19415,0.0,0.0,10.0,3.3,0,-0.14784672876734106,0,30.3,0,0,3,1,5,1,0,0.71627605,Critical
28800,17.99,1041.05,36.0,76000.0,31.47,3.0,5.0,12.0,74.5,21166,0.0,1.0,35.0,2.638888888888889,1,0.2721532712326571,1,37.89,0,0,3,1,1,0,0,0.63170433,Critical
18500,10.15,598.25,36.0,110000.0,11.53,10.0,0.0,18.0,55.8,23141,0.0,0.0,32.0,5.945945945945946,0,-0.5381787317984781,0,16.82,0,0,1,2,1,1,0,0.24219145,Medium
27000,10.42,876.55,36.0,70000.0,7.18,4.0,0.0,11.0,29.3,12793,0.0,2.0,13.0,2.5925925925925926,0,-0.2681787317984785,0,38.57,0,0,1,2,1,2,0,0.4068127,High
15000,10.16,485.14,36.0,65000.0,19.88,10.0,0.0,13.0,77.3,21006,0.0,0.0,26.0,4.333333333333333,0,-0.5281787317984783,0,23.08,0,0,1,1,1,2,0,0.2920559,Medium
9500,18.25,344.65,36.0,26400.0,16.09,6.0,0.0,5.0,28.0,1400,0.0,2.0,12.0,2.778947368421053,0,0.5321532712326587,0,35.98,0,0,3,2,4,2,0,0.7462925,Critical
20000,8.9,635.07,36.0,58000.0,31.76,10.0,0.0,21.0,64.9,33478,0.0,0.0,29.0,2.9,1,1.7742229318667997,0,34.48,0,0,0,2,4,2,0,0.3309805,High
15000,19.99,397.33,60.0,69200.0,34.21,7.0,0.0,18.0,67.8,6100,0.0,0.0,52.0,4.613333333333333,1,-1.1396796556987816,0,21.68,0,0,4,2,1,2,1,0.7827753,Critical
16500,28.69,520.64,60.0,80000.0,19.61,6.0,0.0,16.0,53.0,20414,1.0,1.0,25.0,4.848484848484849,0,3.784239753466874,0,20.62,1,0,5,1,5,1,0,0.8198167,Critical
6000,11.53,197.95,36.0,40000.0,24.99,10.0,0.0,3.0,85.1,15650,0.0,0.0,10.0,6.666666666666667,0,0.8418212682015209,0,15.0,0,1,1,1,5,2,0,0.44283777,High
8000,13.49,271.45,36.0,18780.0,18.66,6.0,0.0,6.0,54.9,6922,1.0,0.0,8.0,2.3475,0,-0.5345022818252492,0,42.6,1,0,2,1,5,2,0,0.6521825,Critical
21600,18.25,551.44,60.0,74308.0,14.37,10.0,0.0,5.0,40.2,6513,0.0,0.0,14.0,3.440185185185185,0,-2.87967965569878,0,29.07,0,0,4,2,4,2,1,0.6310269,Critical
4000,21.49,151.71,36.0,35000.0,22.25,8.0,0.0,22.0,25.2,4570,1.0,1.0,32.0,8.75,0,0.3603203443012184,0,11.43,1,0,4,9,5,2,1,0.6733515,Critical
3000,14.99,103.99,36.0,56000.0,24.35,1.0,0.0,14.0,16.8,10001,0.0,0.0,35.0,18.666666666666668,0,0.9654977181747508,0,5.36,0,0,2,2,1,1,0,0.420931,High
8500,14.46,292.42,36.0,25000.0,6.84,1.0,0.0,6.0,50.5,5303,0.0,1.0,9.0,2.9411764705882355,0,0.43549771817475147,0,34.0,0,0,2,2,5,1,1,0.5773043,Critical
